seed,week_start,pathway_type,stage,entered_biopsy_wait,had_biopsy,net_biopsy_wait
1007,2026-05-04,PROSTAD,biopmdt_to_biopsy,1,4,-3
1007,2026-05-11,BASELINE,biopmdt_to_biopsy,3,2,1
1007,2026-05-11,PROSTAD,biopmdt_to_biopsy,3,3,0
1007,2026-05-18,BASELINE,biopmdt_to_biopsy,0,3,-3
1007,2026-05-18,PROSTAD,biopmdt_to_biopsy,1,2,-1
1007,2026-05-25,BASELINE,biopmdt_to_biopsy,2,0,2
1007,2026-05-25,PROSTAD,biopmdt_to_biopsy,3,2,1
1007,2026-06-01,BASELINE,biopmdt_to_biopsy,2,2,0
1007,2026-06-01,PROSTAD,biopmdt_to_biopsy,2,2,0
1007,2026-06-08,BASELINE,biopmdt_to_biopsy,4,0,4
1007,2026-06-08,PROSTAD,biopmdt_to_biopsy,3,2,1
1007,2026-06-15,BASELINE,biopmdt_to_biopsy,1,2,-1
1007,2026-06-15,PROSTAD,biopmdt_to_biopsy,2,3,-1
1007,2026-06-22,BASELINE,biopmdt_to_biopsy,1,4,-3
1007,2026-06-22,PROSTAD,biopmdt_to_biopsy,2,2,0
1007,2026-06-29,BASELINE,biopmdt_to_biopsy,2,2,0
1007,2026-06-29,PROSTAD,biopmdt_to_biopsy,2,2,0
1007,2026-07-06,BASELINE,biopmdt_to_biopsy,2,0,2
1007,2026-07-06,PROSTAD,biopmdt_to_biopsy,3,0,3
1007,2026-07-13,BASELINE,biopmdt_to_biopsy,2,1,1
1007,2026-07-13,PROSTAD,biopmdt_to_biopsy,2,3,-1
1007,2026-07-20,BASELINE,biopmdt_to_biopsy,6,2,4
1007,2026-07-20,PROSTAD,biopmdt_to_biopsy,2,3,-1
1007,2026-07-27,BASELINE,biopmdt_to_biopsy,1,2,-1
1007,2026-07-27,PROSTAD,biopmdt_to_biopsy,2,0,2
1007,2026-08-03,BASELINE,biopmdt_to_biopsy,1,3,-2
1007,2026-08-03,PROSTAD,biopmdt_to_biopsy,1,6,-5
1007,2026-08-10,BASELINE,biopmdt_to_biopsy,1,1,0
1007,2026-08-10,PROSTAD,biopmdt_to_biopsy,1,0,1
1007,2026-08-17,BASELINE,biopmdt_to_biopsy,1,4,-3
1007,2026-08-17,PROSTAD,biopmdt_to_biopsy,1,1,0
1007,2026-08-24,BASELINE,biopmdt_to_biopsy,2,2,0
1007,2026-08-24,PROSTAD,biopmdt_to_biopsy,2,4,-2
1007,2026-08-31,BASELINE,biopmdt_to_biopsy,4,0,4
1007,2026-08-31,PROSTAD,biopmdt_to_biopsy,3,1,2
1007,2026-09-07,BASELINE,biopmdt_to_biopsy,1,2,-1
1007,2026-09-07,PROSTAD,biopmdt_to_biopsy,2,0,2
1007,2026-09-14,BASELINE,biopmdt_to_biopsy,5,4,1
1007,2026-09-14,PROSTAD,biopmdt_to_biopsy,1,2,-1
1007,2026-09-21,BASELINE,biopmdt_to_biopsy,1,2,-1
1007,2026-09-21,PROSTAD,biopmdt_to_biopsy,2,2,0
1007,2026-09-28,BASELINE,biopmdt_to_biopsy,0,2,-2
1007,2026-09-28,PROSTAD,biopmdt_to_biopsy,1,2,-1
1007,2026-10-05,BASELINE,biopmdt_to_biopsy,3,3,0
1007,2026-10-05,PROSTAD,biopmdt_to_biopsy,3,2,1
1007,2026-10-12,BASELINE,biopmdt_to_biopsy,2,1,1
1007,2026-10-12,PROSTAD,biopmdt_to_biopsy,3,3,0
1007,2026-10-19,BASELINE,biopmdt_to_biopsy,4,1,3
1007,2026-10-19,PROSTAD,biopmdt_to_biopsy,2,1,1
1007,2026-10-26,BASELINE,biopmdt_to_biopsy,2,1,1
1007,2026-10-26,PROSTAD,biopmdt_to_biopsy,3,2,1
1007,2026-11-02,BASELINE,biopmdt_to_biopsy,1,3,-2
1007,2026-11-02,PROSTAD,biopmdt_to_biopsy,2,3,-1
1007,2026-11-09,BASELINE,biopmdt_to_biopsy,0,3,-3
1007,2026-11-09,PROSTAD,biopmdt_to_biopsy,2,0,2
1007,2026-11-16,BASELINE,biopmdt_to_biopsy,0,2,-2
1007,2026-11-16,PROSTAD,biopmdt_to_biopsy,3,3,0
1007,2026-11-23,BASELINE,biopmdt_to_biopsy,1,2,-1
1007,2026-11-23,PROSTAD,biopmdt_to_biopsy,1,3,-2
1007,2026-11-30,BASELINE,biopmdt_to_biopsy,2,1,1
1007,2026-11-30,PROSTAD,biopmdt_to_biopsy,2,5,-3
1007,2026-12-07,BASELINE,biopmdt_to_biopsy,1,1,0
1007,2026-12-07,PROSTAD,biopmdt_to_biopsy,2,1,1
1007,2026-12-14,BASELINE,biopmdt_to_biopsy,0,2,-2
1007,2026-12-14,PROSTAD,biopmdt_to_biopsy,0,0,0
1007,2026-12-21,BASELINE,biopmdt_to_biopsy,0,2,-2
1007,2026-12-21,PROSTAD,biopmdt_to_biopsy,0,3,-3
1007,2026-12-28,BASELINE,biopmdt_to_biopsy,0,1,-1
1007,2026-12-28,PROSTAD,biopmdt_to_biopsy,0,3,-3
1007,2027-01-04,BASELINE,biopmdt_to_biopsy,0,0,0
1007,2027-01-04,PROSTAD,biopmdt_to_biopsy,0,0,0
1008,2026-01-05,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-01-05,PROSTAD,biopmdt_to_biopsy,1,0,1
1008,2026-01-12,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-01-12,PROSTAD,biopmdt_to_biopsy,2,0,2
1008,2026-01-19,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-01-19,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-01-26,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-01-26,PROSTAD,biopmdt_to_biopsy,3,0,3
1008,2026-02-02,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-02-02,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-02-09,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-02-09,PROSTAD,biopmdt_to_biopsy,0,0,0
1008,2026-02-16,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-02-16,PROSTAD,biopmdt_to_biopsy,3,4,-1
1008,2026-02-23,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-02-23,PROSTAD,biopmdt_to_biopsy,2,3,-1
1008,2026-03-02,BASELINE,biopmdt_to_biopsy,0,1,-1
1008,2026-03-02,PROSTAD,biopmdt_to_biopsy,3,2,1
1008,2026-03-09,BASELINE,biopmdt_to_biopsy,1,1,0
1008,2026-03-09,PROSTAD,biopmdt_to_biopsy,3,0,3
1008,2026-03-16,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-03-16,PROSTAD,biopmdt_to_biopsy,3,0,3
1008,2026-03-23,BASELINE,biopmdt_to_biopsy,2,0,2
1008,2026-03-23,PROSTAD,biopmdt_to_biopsy,3,5,-2
1008,2026-03-30,BASELINE,biopmdt_to_biopsy,2,1,1
1008,2026-03-30,PROSTAD,biopmdt_to_biopsy,1,3,-2
1008,2026-04-06,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-04-06,PROSTAD,biopmdt_to_biopsy,1,3,-2
1008,2026-04-13,BASELINE,biopmdt_to_biopsy,1,2,-1
1008,2026-04-13,PROSTAD,biopmdt_to_biopsy,3,1,2
1008,2026-04-20,BASELINE,biopmdt_to_biopsy,0,2,-2
1008,2026-04-20,PROSTAD,biopmdt_to_biopsy,1,2,-1
1008,2026-04-27,BASELINE,biopmdt_to_biopsy,1,2,-1
1008,2026-04-27,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-05-04,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-05-04,PROSTAD,biopmdt_to_biopsy,1,3,-2
1008,2026-05-11,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-05-11,PROSTAD,biopmdt_to_biopsy,3,2,1
1008,2026-05-18,BASELINE,biopmdt_to_biopsy,0,1,-1
1008,2026-05-18,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-05-25,BASELINE,biopmdt_to_biopsy,1,1,0
1008,2026-05-25,PROSTAD,biopmdt_to_biopsy,1,0,1
1008,2026-06-01,BASELINE,biopmdt_to_biopsy,0,1,-1
1008,2026-06-01,PROSTAD,biopmdt_to_biopsy,1,2,-1
1008,2026-06-08,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-06-08,PROSTAD,biopmdt_to_biopsy,0,0,0
1008,2026-06-15,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-06-15,PROSTAD,biopmdt_to_biopsy,2,2,0
1008,2026-06-22,BASELINE,biopmdt_to_biopsy,1,0,1
1008,2026-06-22,PROSTAD,biopmdt_to_biopsy,3,1,2
1008,2026-06-29,BASELINE,biopmdt_to_biopsy,2,0,2
1008,2026-06-29,PROSTAD,biopmdt_to_biopsy,2,0,2
1008,2026-07-06,BASELINE,biopmdt_to_biopsy,6,1,5
1008,2026-07-06,PROSTAD,biopmdt_to_biopsy,2,4,-2
1008,2026-07-13,BASELINE,biopmdt_to_biopsy,3,1,2
1008,2026-07-13,PROSTAD,biopmdt_to_biopsy,0,1,-1
1008,2026-07-20,BASELINE,biopmdt_to_biopsy,2,2,0
1008,2026-07-20,PROSTAD,biopmdt_to_biopsy,2,1,1
1008,2026-07-27,BASELINE,biopmdt_to_biopsy,4,5,-1
1008,2026-07-27,PROSTAD,biopmdt_to_biopsy,2,2,0
1008,2026-08-03,BASELINE,biopmdt_to_biopsy,2,0,2
1008,2026-08-03,PROSTAD,biopmdt_to_biopsy,0,2,-2
1008,2026-08-10,BASELINE,biopmdt_to_biopsy,1,3,-2
1008,2026-08-10,PROSTAD,biopmdt_to_biopsy,1,2,-1
1008,2026-08-17,BASELINE,biopmdt_to_biopsy,0,3,-3
1008,2026-08-17,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-08-24,BASELINE,biopmdt_to_biopsy,2,3,-1
1008,2026-08-24,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-08-31,BASELINE,biopmdt_to_biopsy,1,2,-1
1008,2026-08-31,PROSTAD,biopmdt_to_biopsy,1,0,1
1008,2026-09-07,BASELINE,biopmdt_to_biopsy,2,1,1
1008,2026-09-07,PROSTAD,biopmdt_to_biopsy,0,1,-1
1008,2026-09-14,BASELINE,biopmdt_to_biopsy,0,1,-1
1008,2026-09-14,PROSTAD,biopmdt_to_biopsy,2,2,0
1008,2026-09-21,BASELINE,biopmdt_to_biopsy,1,1,0
1008,2026-09-21,PROSTAD,biopmdt_to_biopsy,2,1,1
1008,2026-09-28,BASELINE,biopmdt_to_biopsy,0,3,-3
1008,2026-09-28,PROSTAD,biopmdt_to_biopsy,1,0,1
1008,2026-10-05,BASELINE,biopmdt_to_biopsy,3,0,3
1008,2026-10-05,PROSTAD,biopmdt_to_biopsy,2,2,0
1008,2026-10-12,BASELINE,biopmdt_to_biopsy,2,2,0
1008,2026-10-12,PROSTAD,biopmdt_to_biopsy,2,2,0
1008,2026-10-19,BASELINE,biopmdt_to_biopsy,3,1,2
1008,2026-10-19,PROSTAD,biopmdt_to_biopsy,2,0,2
1008,2026-10-26,BASELINE,biopmdt_to_biopsy,2,1,1
1008,2026-10-26,PROSTAD,biopmdt_to_biopsy,2,1,1
1008,2026-11-02,BASELINE,biopmdt_to_biopsy,2,2,0
1008,2026-11-02,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-11-09,BASELINE,biopmdt_to_biopsy,2,1,1
1008,2026-11-09,PROSTAD,biopmdt_to_biopsy,2,3,-1
1008,2026-11-16,BASELINE,biopmdt_to_biopsy,2,3,-1
1008,2026-11-16,PROSTAD,biopmdt_to_biopsy,1,1,0
1008,2026-11-23,BASELINE,biopmdt_to_biopsy,0,3,-3
1008,2026-11-23,PROSTAD,biopmdt_to_biopsy,2,0,2
1008,2026-11-30,BASELINE,biopmdt_to_biopsy,0,1,-1
1008,2026-11-30,PROSTAD,biopmdt_to_biopsy,1,2,-1
1008,2026-12-07,BASELINE,biopmdt_to_biopsy,0,4,-4
1008,2026-12-07,PROSTAD,biopmdt_to_biopsy,1,4,-3
1008,2026-12-14,BASELINE,biopmdt_to_biopsy,1,1,0
1008,2026-12-14,PROSTAD,biopmdt_to_biopsy,0,4,-4
1008,2026-12-21,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2026-12-21,PROSTAD,biopmdt_to_biopsy,0,0,0
1008,2026-12-28,BASELINE,biopmdt_to_biopsy,0,1,-1
1008,2026-12-28,PROSTAD,biopmdt_to_biopsy,0,2,-2
1008,2027-01-04,BASELINE,biopmdt_to_biopsy,0,0,0
1008,2027-01-04,PROSTAD,biopmdt_to_biopsy,0,0,0
1009,2026-01-05,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2026-01-05,PROSTAD,biopmdt_to_biopsy,0,0,0
1009,2026-01-12,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2026-01-12,PROSTAD,biopmdt_to_biopsy,2,0,2
1009,2026-01-19,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2026-01-19,PROSTAD,biopmdt_to_biopsy,2,0,2
1009,2026-01-26,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2026-01-26,PROSTAD,biopmdt_to_biopsy,0,0,0
1009,2026-02-02,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2026-02-02,PROSTAD,biopmdt_to_biopsy,1,2,-1
1009,2026-02-09,BASELINE,biopmdt_to_biopsy,2,0,2
1009,2026-02-09,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-02-16,BASELINE,biopmdt_to_biopsy,1,0,1
1009,2026-02-16,PROSTAD,biopmdt_to_biopsy,3,1,2
1009,2026-02-23,BASELINE,biopmdt_to_biopsy,1,0,1
1009,2026-02-23,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-03-02,BASELINE,biopmdt_to_biopsy,2,1,1
1009,2026-03-02,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-03-09,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2026-03-09,PROSTAD,biopmdt_to_biopsy,0,1,-1
1009,2026-03-16,BASELINE,biopmdt_to_biopsy,1,0,1
1009,2026-03-16,PROSTAD,biopmdt_to_biopsy,1,3,-2
1009,2026-03-23,BASELINE,biopmdt_to_biopsy,0,3,-3
1009,2026-03-23,PROSTAD,biopmdt_to_biopsy,3,2,1
1009,2026-03-30,BASELINE,biopmdt_to_biopsy,3,2,1
1009,2026-03-30,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-04-06,BASELINE,biopmdt_to_biopsy,1,1,0
1009,2026-04-06,PROSTAD,biopmdt_to_biopsy,2,0,2
1009,2026-04-13,BASELINE,biopmdt_to_biopsy,2,0,2
1009,2026-04-13,PROSTAD,biopmdt_to_biopsy,3,1,2
1009,2026-04-20,BASELINE,biopmdt_to_biopsy,1,3,-2
1009,2026-04-20,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-04-27,BASELINE,biopmdt_to_biopsy,0,2,-2
1009,2026-04-27,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-05-04,BASELINE,biopmdt_to_biopsy,2,1,1
1009,2026-05-04,PROSTAD,biopmdt_to_biopsy,2,0,2
1009,2026-05-11,BASELINE,biopmdt_to_biopsy,2,0,2
1009,2026-05-11,PROSTAD,biopmdt_to_biopsy,0,3,-3
1009,2026-05-18,BASELINE,biopmdt_to_biopsy,1,1,0
1009,2026-05-18,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-05-25,BASELINE,biopmdt_to_biopsy,2,1,1
1009,2026-05-25,PROSTAD,biopmdt_to_biopsy,2,3,-1
1009,2026-06-01,BASELINE,biopmdt_to_biopsy,3,3,0
1009,2026-06-01,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-06-08,BASELINE,biopmdt_to_biopsy,0,1,-1
1009,2026-06-08,PROSTAD,biopmdt_to_biopsy,1,1,0
1009,2026-06-15,BASELINE,biopmdt_to_biopsy,2,0,2
1009,2026-06-15,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-06-22,BASELINE,biopmdt_to_biopsy,3,2,1
1009,2026-06-22,PROSTAD,biopmdt_to_biopsy,3,1,2
1009,2026-06-29,BASELINE,biopmdt_to_biopsy,0,2,-2
1009,2026-06-29,PROSTAD,biopmdt_to_biopsy,2,0,2
1009,2026-07-06,BASELINE,biopmdt_to_biopsy,2,0,2
1009,2026-07-06,PROSTAD,biopmdt_to_biopsy,0,3,-3
1009,2026-07-13,BASELINE,biopmdt_to_biopsy,2,1,1
1009,2026-07-13,PROSTAD,biopmdt_to_biopsy,1,2,-1
1009,2026-07-20,BASELINE,biopmdt_to_biopsy,1,1,0
1009,2026-07-20,PROSTAD,biopmdt_to_biopsy,3,3,0
1009,2026-07-27,BASELINE,biopmdt_to_biopsy,0,3,-3
1009,2026-07-27,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-08-03,BASELINE,biopmdt_to_biopsy,1,0,1
1009,2026-08-03,PROSTAD,biopmdt_to_biopsy,0,2,-2
1009,2026-08-10,BASELINE,biopmdt_to_biopsy,1,3,-2
1009,2026-08-10,PROSTAD,biopmdt_to_biopsy,2,5,-3
1009,2026-08-17,BASELINE,biopmdt_to_biopsy,1,1,0
1009,2026-08-17,PROSTAD,biopmdt_to_biopsy,1,1,0
1009,2026-08-24,BASELINE,biopmdt_to_biopsy,3,2,1
1009,2026-08-24,PROSTAD,biopmdt_to_biopsy,1,1,0
1009,2026-08-31,BASELINE,biopmdt_to_biopsy,1,1,0
1009,2026-08-31,PROSTAD,biopmdt_to_biopsy,1,0,1
1009,2026-09-07,BASELINE,biopmdt_to_biopsy,5,1,4
1009,2026-09-07,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-09-14,BASELINE,biopmdt_to_biopsy,4,2,2
1009,2026-09-14,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-09-21,BASELINE,biopmdt_to_biopsy,1,1,0
1009,2026-09-21,PROSTAD,biopmdt_to_biopsy,1,1,0
1009,2026-09-28,BASELINE,biopmdt_to_biopsy,0,5,-5
1009,2026-09-28,PROSTAD,biopmdt_to_biopsy,3,0,3
1009,2026-10-05,BASELINE,biopmdt_to_biopsy,1,2,-1
1009,2026-10-05,PROSTAD,biopmdt_to_biopsy,3,3,0
1009,2026-10-12,BASELINE,biopmdt_to_biopsy,5,2,3
1009,2026-10-12,PROSTAD,biopmdt_to_biopsy,2,2,0
1009,2026-10-19,BASELINE,biopmdt_to_biopsy,0,2,-2
1009,2026-10-19,PROSTAD,biopmdt_to_biopsy,1,3,-2
1009,2026-10-26,BASELINE,biopmdt_to_biopsy,4,1,3
1009,2026-10-26,PROSTAD,biopmdt_to_biopsy,0,3,-3
1009,2026-11-02,BASELINE,biopmdt_to_biopsy,1,3,-2
1009,2026-11-02,PROSTAD,biopmdt_to_biopsy,1,1,0
1009,2026-11-09,BASELINE,biopmdt_to_biopsy,3,3,0
1009,2026-11-09,PROSTAD,biopmdt_to_biopsy,1,1,0
1009,2026-11-16,BASELINE,biopmdt_to_biopsy,3,3,0
1009,2026-11-16,PROSTAD,biopmdt_to_biopsy,2,0,2
1009,2026-11-23,BASELINE,biopmdt_to_biopsy,3,1,2
1009,2026-11-23,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-11-30,BASELINE,biopmdt_to_biopsy,1,4,-3
1009,2026-11-30,PROSTAD,biopmdt_to_biopsy,2,1,1
1009,2026-12-07,BASELINE,biopmdt_to_biopsy,0,2,-2
1009,2026-12-07,PROSTAD,biopmdt_to_biopsy,1,3,-2
1009,2026-12-14,BASELINE,biopmdt_to_biopsy,0,3,-3
1009,2026-12-14,PROSTAD,biopmdt_to_biopsy,0,2,-2
1009,2026-12-21,BASELINE,biopmdt_to_biopsy,0,1,-1
1009,2026-12-21,PROSTAD,biopmdt_to_biopsy,0,3,-3
1009,2026-12-28,BASELINE,biopmdt_to_biopsy,0,1,-1
1009,2026-12-28,PROSTAD,biopmdt_to_biopsy,0,1,-1
1009,2027-01-04,BASELINE,biopmdt_to_biopsy,0,0,0
1009,2027-01-04,PROSTAD,biopmdt_to_biopsy,0,0,0
1010,2026-01-05,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-01-05,PROSTAD,biopmdt_to_biopsy,2,0,2
1010,2026-01-12,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-01-12,PROSTAD,biopmdt_to_biopsy,1,0,1
1010,2026-01-19,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-01-19,PROSTAD,biopmdt_to_biopsy,3,0,3
1010,2026-01-26,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-01-26,PROSTAD,biopmdt_to_biopsy,1,0,1
1010,2026-02-02,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-02-02,PROSTAD,biopmdt_to_biopsy,0,3,-3
1010,2026-02-09,BASELINE,biopmdt_to_biopsy,1,0,1
1010,2026-02-09,PROSTAD,biopmdt_to_biopsy,1,2,-1
1010,2026-02-16,BASELINE,biopmdt_to_biopsy,2,0,2
1010,2026-02-16,PROSTAD,biopmdt_to_biopsy,2,0,2
1010,2026-02-23,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-02-23,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-03-02,BASELINE,biopmdt_to_biopsy,2,1,1
1010,2026-03-02,PROSTAD,biopmdt_to_biopsy,2,3,-1
1010,2026-03-09,BASELINE,biopmdt_to_biopsy,3,0,3
1010,2026-03-09,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-03-16,BASELINE,biopmdt_to_biopsy,1,1,0
1010,2026-03-16,PROSTAD,biopmdt_to_biopsy,3,3,0
1010,2026-03-23,BASELINE,biopmdt_to_biopsy,1,1,0
1010,2026-03-23,PROSTAD,biopmdt_to_biopsy,1,0,1
1010,2026-03-30,BASELINE,biopmdt_to_biopsy,4,1,3
1010,2026-03-30,PROSTAD,biopmdt_to_biopsy,3,1,2
1010,2026-04-06,BASELINE,biopmdt_to_biopsy,1,1,0
1010,2026-04-06,PROSTAD,biopmdt_to_biopsy,2,5,-3
1010,2026-04-13,BASELINE,biopmdt_to_biopsy,3,2,1
1010,2026-04-13,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-04-20,BASELINE,biopmdt_to_biopsy,1,2,-1
1010,2026-04-20,PROSTAD,biopmdt_to_biopsy,2,2,0
1010,2026-04-27,BASELINE,biopmdt_to_biopsy,3,1,2
1010,2026-04-27,PROSTAD,biopmdt_to_biopsy,3,2,1
1010,2026-05-04,BASELINE,biopmdt_to_biopsy,1,2,-1
1010,2026-05-04,PROSTAD,biopmdt_to_biopsy,3,2,1
1010,2026-05-11,BASELINE,biopmdt_to_biopsy,3,5,-2
1010,2026-05-11,PROSTAD,biopmdt_to_biopsy,1,2,-1
1010,2026-05-18,BASELINE,biopmdt_to_biopsy,2,2,0
1010,2026-05-18,PROSTAD,biopmdt_to_biopsy,3,6,-3
1010,2026-05-25,BASELINE,biopmdt_to_biopsy,3,1,2
1010,2026-05-25,PROSTAD,biopmdt_to_biopsy,2,0,2
1010,2026-06-01,BASELINE,biopmdt_to_biopsy,1,2,-1
1010,2026-06-01,PROSTAD,biopmdt_to_biopsy,0,4,-4
1010,2026-06-08,BASELINE,biopmdt_to_biopsy,5,4,1
1010,2026-06-08,PROSTAD,biopmdt_to_biopsy,1,1,0
1010,2026-06-15,BASELINE,biopmdt_to_biopsy,2,3,-1
1010,2026-06-15,PROSTAD,biopmdt_to_biopsy,1,2,-1
1010,2026-06-22,BASELINE,biopmdt_to_biopsy,2,3,-1
1010,2026-06-22,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-06-29,BASELINE,biopmdt_to_biopsy,1,1,0
1010,2026-06-29,PROSTAD,biopmdt_to_biopsy,0,0,0
1010,2026-07-06,BASELINE,biopmdt_to_biopsy,2,2,0
1010,2026-07-06,PROSTAD,biopmdt_to_biopsy,3,1,2
1010,2026-07-13,BASELINE,biopmdt_to_biopsy,1,3,-2
1010,2026-07-13,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-07-20,BASELINE,biopmdt_to_biopsy,0,1,-1
1010,2026-07-20,PROSTAD,biopmdt_to_biopsy,1,1,0
1010,2026-07-27,BASELINE,biopmdt_to_biopsy,0,3,-3
1010,2026-07-27,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-08-03,BASELINE,biopmdt_to_biopsy,2,2,0
1010,2026-08-03,PROSTAD,biopmdt_to_biopsy,2,0,2
1010,2026-08-10,BASELINE,biopmdt_to_biopsy,3,0,3
1010,2026-08-10,PROSTAD,biopmdt_to_biopsy,3,1,2
1010,2026-08-17,BASELINE,biopmdt_to_biopsy,1,0,1
1010,2026-08-17,PROSTAD,biopmdt_to_biopsy,3,3,0
1010,2026-08-24,BASELINE,biopmdt_to_biopsy,0,2,-2
1010,2026-08-24,PROSTAD,biopmdt_to_biopsy,3,2,1
1010,2026-08-31,BASELINE,biopmdt_to_biopsy,1,3,-2
1010,2026-08-31,PROSTAD,biopmdt_to_biopsy,2,3,-1
1010,2026-09-07,BASELINE,biopmdt_to_biopsy,1,0,1
1010,2026-09-07,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-09-14,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2026-09-14,PROSTAD,biopmdt_to_biopsy,2,5,-3
1010,2026-09-21,BASELINE,biopmdt_to_biopsy,4,2,2
1010,2026-09-21,PROSTAD,biopmdt_to_biopsy,2,3,-1
1010,2026-09-28,BASELINE,biopmdt_to_biopsy,0,2,-2
1010,2026-09-28,PROSTAD,biopmdt_to_biopsy,1,4,-3
1010,2026-10-05,BASELINE,biopmdt_to_biopsy,3,0,3
1010,2026-10-05,PROSTAD,biopmdt_to_biopsy,2,2,0
1010,2026-10-12,BASELINE,biopmdt_to_biopsy,3,1,2
1010,2026-10-12,PROSTAD,biopmdt_to_biopsy,1,2,-1
1010,2026-10-19,BASELINE,biopmdt_to_biopsy,3,2,1
1010,2026-10-19,PROSTAD,biopmdt_to_biopsy,2,0,2
1010,2026-10-26,BASELINE,biopmdt_to_biopsy,2,2,0
1010,2026-10-26,PROSTAD,biopmdt_to_biopsy,3,1,2
1010,2026-11-02,BASELINE,biopmdt_to_biopsy,1,3,-2
1010,2026-11-02,PROSTAD,biopmdt_to_biopsy,2,0,2
1010,2026-11-09,BASELINE,biopmdt_to_biopsy,7,3,4
1010,2026-11-09,PROSTAD,biopmdt_to_biopsy,2,1,1
1010,2026-11-16,BASELINE,biopmdt_to_biopsy,3,2,1
1010,2026-11-16,PROSTAD,biopmdt_to_biopsy,0,4,-4
1010,2026-11-23,BASELINE,biopmdt_to_biopsy,1,2,-1
1010,2026-11-23,PROSTAD,biopmdt_to_biopsy,0,3,-3
1010,2026-11-30,BASELINE,biopmdt_to_biopsy,0,6,-6
1010,2026-11-30,PROSTAD,biopmdt_to_biopsy,1,2,-1
1010,2026-12-07,BASELINE,biopmdt_to_biopsy,0,2,-2
1010,2026-12-07,PROSTAD,biopmdt_to_biopsy,1,0,1
1010,2026-12-14,BASELINE,biopmdt_to_biopsy,0,1,-1
1010,2026-12-14,PROSTAD,biopmdt_to_biopsy,0,1,-1
1010,2026-12-21,BASELINE,biopmdt_to_biopsy,0,2,-2
1010,2026-12-21,PROSTAD,biopmdt_to_biopsy,0,1,-1
1010,2026-12-28,BASELINE,biopmdt_to_biopsy,0,1,-1
1010,2026-12-28,PROSTAD,biopmdt_to_biopsy,0,2,-2
1010,2027-01-04,BASELINE,biopmdt_to_biopsy,0,0,0
1010,2027-01-04,PROSTAD,biopmdt_to_biopsy,0,0,0
